Label,Count
area/go/types,1
area/internal/godebug,1
crypto-removal,1
semantic-token-handling,1
metadata-loading,1
snapshot-loading,1
go/cmd/gitmirror,1
cmd/gitmirror,1
golang/module,1
x/vuln,1
topic:-database,1
area:-content,1
cmd/gonew,1
cmd/exec,1
import-errors,1
area/lang,1
topic/compatibility,1
domain:-time,1
area/telemetry,1
domain/go-command,1
domain/integration-testing,1
go/x,1
gerritbot,1
incorrect,1
call-graph,1
reporting,1
type-assertion,1
domain:-go-version-compatibility,1
topic:-forward-compatibility,1
topic:-version-support,1
topic:-version-management,1
go2,1
command-line-issues,1
socket-options,1
keep-alive,1
tcp,1
graceful,1
retryable,1
domain:-go-module-system,1
kind:-performance,1
kind:-reliability,1
go/importer,1
cmd/goimports,1
go/modules,1
go/vendoring,1
cmd/vendor,1
cve-fix,1
self-referential-types,1
protocol-compliance,1
cmd/gomote,1
replacement,1
zeroing,1
golang.org/x/wiki,1
os-specific,1
domain/go-language,1
category/editor-completion,1
cpu-profiling,1
area/build,1
domain/relui,1
system-utsname,1
go-mod,1
domain:go-language-server,1
domain:go-ide-integration,1
type:performance-issue,1
domain:golang/tools,1
topic:refactoring,1
topic:architecture,1
domain:go-lang,1
area:gopls,1
cmd/pkgsite,1
gopathwalk,1
topic:-usability,1
topic:-performance,1
go-lsp,1
path-error,1
type/crash,1
category/security,1
formatting-issue,1
golang.org,1
type/infrastructure,1
topic/deployment,1
vcs,1
type/crypto,1
domain/security,1
area/fips,1
area/compliance,1
domain:go-command,1
area/cmd/govulncheck,1
area/cmd/go-undocumented,1
topic:database,1
stress-testing,1
domain/command-line-tools,1
area/command-line,1
deadline,1
topic:-gerritbot,1
topic:-go/wiki,1
standard-compliance,1
language-proposal,1
x/sys/windows,1
drivers,1
go-status,1
performance-debugging,1
domain/telemetry,1
decoder,1
encoding-parsing,1
encoding-decoding,1
mod,1
vulnerability-check,1
domain:-website,1
area:-documentation,1
range-expression,1
range-loop,1
ip,1
domain/go-modules,1
package-bug,1
domain:net,1
security:public,1
area:mail,1
category:parser,1
severity:high,1
signing,1
area:-internal,1
type/security,1
domain/http,1
category/vulnerability,1
social-media,1
package-template,1
url-issue,1
limit,1
math/big,1
incorrect-result,1
go-tour,1
learning-material,1
testfailure,1
packageissue,1
type:release,1
type:project-management,1
rangefunc,1
domain-website,1
theme-ui,1
topic:-maintenance,1
category:-content,1
turbo-modules,1
javascript-core,1
shim,1
ui-thread,1
touch-event,1
insets,1
adjustment,1
usecolorscheme,1
domain:-fonts,1
domain:-text,1
hermes-runtime,1
android-app,1
headless-task,1
cmake-error,1
autolinking-error,1
android-build-failure,1
caret-positioning,1
cdp,1
text-layout,1
turbonucleus,1
scrollview,1
input-accessory-view,1
metro,1
layout-animation,1
fragment,1
action-sheet,1
domain:macos,1
label:waiting-on-author,1
background-process,1
ios-app,1
refresh-control,1
inspector,1
file-reader,1
module-issue,1
autolink,1
kotlin-issue,1
module-build,1
native-component,1
drag,1
touch,1
api-implementation,1
performance-api,1
browser-standards,1
data-structure-optimization,1
domain:-timers,1
url-access,1
turbonative,1
visual-bug,1
onload,1
timer-management,1
formdata,1
react-native-component,1
pressable,1
interop-layer,1
keyboard-avoidance,1
switch-component,1
native-platform,1
component:textinput,1
domain:keyboard,1
cocoapods,1
yarn,1
temporary-file,1
issue-regression,1
npm-publish,1
domain:rendering,1
activity-result,1
ipv4,1
category:runtime-error,1
subcategory:require-module,1
assert,1
undici,1
web-streams,1
domain:-fs,1
area:-utils,1
inspect,1
uncaught-exception,1
idna,1
domain:database,1
domain:nodejs,1
perf-hooks,1
topic:-event,1
topic:-serialization,1
topic:-float16array,1
topic:-arraybuffer,1
module-resolve,1
import-meta-resolve,1
doc-bug,1
domain:-es-modules,1
topic:-warnings,1
priority,1
v8-engine,1
contributor-engagement,1
abort-controller,1
node.js,1
module-loader,1
cjs-loader,1
internal-modules,1
domain:-web,1
subcategory:-abortsignal,1
web-platform,1
abort-signal,1
nodejs-core,1
topic:-reporting,1
commonjs,1
es-module,1
topic:-abortsignal,1
topic:-eventemitter,1
category:-optimization,1
issue-labeling,1
stale-issue,1
closed-issue,1
execution-order,1
async/await,1
parallel-testing,1
cjs-resolution,1
data-url,1
process-hang,1
debug-build,1
user-land-exposure,1
maintainer-action,1
require,1
messageport,1
node-interpreter,1
fs-module,1
reproduceable-bug,1
property-descriptor,1
community-management,1
import-mechanism,1
label:-failing-test,1
domain:-modules,1
topic:-require,1
topic:-experimental-feature,1
topic:-nodejs,1
unix-domain-socket,1
readdir,1
c-cpp-compiler,1
community-engagement,1
core-team,1
diffing,1
priority:-minor,1
nomination,1
local-files,1
deno-ecosystem,1
promisify,1
nodejs-support,1
domain:deno,1
category:crash,1
domain:runtime,1
type:crash,1
ts-expect-error,1
deno-check,1
deno-spec,1
standard,1
deno-performance,1
dependency-analysis,1
serve,1
readonly-file-system,1
domain:-formatting,1
setinterval,1
deno-tool,1
deno-feature-request,1
deno-net,1
static-export-issue,1
deno-npm,1
discord-api,1
url-validation,1
domain:logging,1
area:deno,1
perf,1
type:-tracking,1
pino,1
development-server,1
url-conversion,1
module-handling,1
domain:-import,1
domain:-authentication,1
bug:-networking,1
exports,1
temporal-sdk,1
promise-hooks,1
deno-modules,1
canvas,1
shader,1
deno-compatibility,1
cloudflare-workers,1
deno-command,1
temporal,1
domain:-deno/npm,1
topic:-networking,1
topic:-environment,1
jsx-precompile,1
jsx-attributes,1
workspace-support,1
core-logic,1
public-key,1
digest-issue,1
crypto-issue,1
javascript-issue,1
cleanups,1
performance-not-relevant,1
category:-module-system,1
domain:-types,1
kind:-refactor,1
npm-integration,1
type:-linting,1
domain:-javascript,1
area:-deno-api,1
jsr,1
coding-standard,1
provenance,1
in-toto,1
slsa,1
domain:-ffi,1
stdio-streams,1
pglite,1
vitest,1
web-standards,1
domain:-webgpu,1
deno-compile,1
globbing,1
cli-features,1
directory-targeting,1
deno-add,1
deno-config,1
vscode-integration,1
compression-issue,1
asyncio,1
deno-cache,1
user-impact,1
domain:jsr,1
category:publishing,1
topic:import-resolution,1
topic:deno-stdlib,1
domain:-npm,1
topic:-node-modules,1
serde,1
domain:stdio,1
topic:compatibility,1
relative-path,1
deno-unstable-feature,1
deno-stdlib,1
aws-sdk,1
deno-workspace,1
api-mismatch,1
deno-vs-node,1
area:-nodejs,1
area:-deno,1
worker-thread,1
inspector-issue,1
node-compatibility,1
deno-panics,1
node-compat,1
deno.json,1
deno-init,1
category:-runtime-error,1
subcategory:-reference-error,1
tensorflow,1
bigint,1
feature-management,1
deno-code,1
compiler-issue,1
library-problems,1
sysroot-issue,1
const-trait-impl,1
associated-type,1
symbols,1
benchmarks,1
initialization,1
generated-content,1
cpu-detection,1
higher-kinded-types,1
f-const-generic,1
f-type-checking,1
f-traits,1
ergonomics,1
rustc-book,1
outdated-information,1
languageserver,1
generictypes,1
staticvariables,1
if-let-guard,1
crashes-not-crashes,1
string-encoding,1
struct-layout,1
trait-associated-constant,1
type-merging-issue,1
edition-migration,1
borrow-check,1
edition-compatibility,1
span,1
rustc-clang-differences,1
win64-abi,1
zero-sized-types,1
trait-coherence,1
general-compiler-issue,1
lifetime-conflict,1
syntax-clarification,1
type-parameter,1
missing-method,1
const-support,1
ui-test,1
a-coroutines,1
f-coroutines,1
f-coroutine-trait,1
crash-recovery,1
coherence-issue,1
internal-compiler-issue,1
miscompile,1
f-unsoundness,1
t-lang,1
a-trait-objects,1
a-coercions,1
i-language-features,1
i-type-system,1
library-interfaces,1
search-and-indexing,1
languagefeature,1
attribute-macros,1
const-functionality,1
generic-functions,1
feature-gate,1
non-local-definitions,1
dll-interaction,1
static-linking,1
library-interaction,1
rust-specific,1
compiler-feature,1
submodule-issue,1
bootstrap-test,1
rustc-change,1
optimization-level,1
edition-2024,1
feature-stabilization,1
lifetime-semantics,1
lints,1
migration-strategy,1
repr-attribute,1
mir-interpretation,1
pending-stabilization,1
const-functions,1
generic-constants,1
beginner-friendly,1
naming,1
unstable-api,1
pointer-provenance,1
future/async,1
coercion,1
vtable,1
unsizing,1
rustc-crash,1
submodule,1
staticitems,1
extern,1
const-imp,1
core-api,1
type-unsafety,1
const-methods,1
impl-blocks,1
splitting-logic,1
tidy,1
unsound-code,1
type-assertion-failure,1
runtime-crash,1
unresolved-parameter,1
pointer-safety,1
f-closure,1
std-external,1
component-conflict,1
ctfe,1
ambiguity,1
recursion-limit,1
serde-support,1
serde-json,1
language-feature-bug,1
expect,1
std-issue,1
library-methods,1
os-watchos,1
feature-tracking,1
rustc-improvement,1
rfc-implementation,1
a-debuginfo,1
lint-expectation,1
dwarf-debugging,1
unstable-attribute,1
unstable-macro,1
abi-compliance,1
domain-rust-language,1
crash-debugging,1
a-diagnostics,1
expressions,1
a-rustdoc-search,1
derive-macros,1
invalid-operand,1
function-merging,1
impl-traits,1
bikeshedintrinsic,1
instruction-selection,1
assembly-generation,1
interrupt-handling,1
cfi,1
boxedpointers,1
ci-llvm,1
const-evaluatable-checked,1
invalidation,1
language-bounds,1
default-implementation,1
mir-processing,1
type-feature,1
category-api-conflict,1
subcategory-pattern-matching,1
crbug,1
f-async-closure,1
language-services,1
invalid-output,1
attribute-handling,1
rustdoc-json,1
trait-upcasting,1
illumos,1
dynamictypes,1
compiler-builtin,1
floating-point-math,1
async-closure,1
fn-traits,1
attribute-usage,1
sanitization,1
type-representation,1
targets,1
reference-material,1
incorrect-behavior,1
const-generic-parameters,1
generic-parameters,1
riscv,1
instruction,1
function-declaration,1
clone,1
invalid-cast,1
relaxation-of-requirements,1
testing-framework,1
f-fn-delegation,1
attribute-syntax,1
enumerations,1
suggest-change,1
compiler-logic,1
denials,1
unboxed-closures,1
f-unboxed-closures,1
unsized-type,1
polonius,1
suggestion-fixing,1
type-position,1
t-compiler,1
t-compiler-domain-language-features,1
t-compiler-error-message,1
libtest,1
print-options,1
t-rustdoc-frontend,1
d-documentation,1
d-ide,1
c-variadic,1
option-type,1
topic:-licensing,1
domain:-project-management,1
rust-2015-2018,1
domain-associated-types,1
type-incorrect-suggestion,1
type-cloning,1
type-borrowing,1
const-mut-refs,1
const-refs-to-static,1
invalid-memory-reference,1
marker-attribute,1
stdout,1
piping,1
unix-way,1
unixish-way,1
rustc-dev-guide,1
pointer-comparison,1
dead-code-elimination,1
unix-like,1
language-fundamentals,1
deref-projection,1
ui-tests,1
bindgen,1
a-contributor-roadblock,1
e-easy,1
e-mentor,1
s-configuration,1
t-tooling,1
compilerbugs,1
rustlanguage,1
register-class,1
lang-team,1
wasm-target,1
c-code,1
code-suggestion,1
typeck,1
resolution-error,1
const-mutability,1
higher-ranked-polymorphism,1
attribute-grammar,1
f-stmt-expr-attributes,1
uninhabited-types,1
precondition,1
ptr,1
module-imports,1
resolver-issue,1
reference-types,1
category-trait-system,1
adt-const-params,1
f-ice,1
f-enum,1
f-transmutability,1
f-type-system,1
mir-opt,1
mir-optimizer,1
expected-actual-mismatch,1
compiler-message,1
missing-implementation,1
const-generic-expression-issue,1
trait-implementation-issue,1
metaprogramming-issue,1
generic-const-expression-feature-issue,1
component:-compiler,1
regression-from-stable-to-stable,1
library-compilation,1
type-alias-issue,1
search-issue,1
inherent-associated-types,1
verbose-mode,1
linked-list,1
target-compiler,1
pattern-analysis,1
match-checking,1
analysis-pass,1
patternanalysis,1
compilererror,1
c-closure,1
c-lifetime,1
c-incremental-compilation,1
c-const,1
constant-patterns,1
target-configuration,1
trait-associated-types,1
compiler-suggestion,1
runtime-path,1
unstablefeature,1
traitobject,1
generictype,1
async-function,1
helper,1
evaluation-limit,1
mir-build,1
late-bound-variables,1
uncaught-panic,1
enum-layout,1
linker-errors,1
compiler-ui,1
cranelift,1
f-trivial-bounds,1
fptr,1
move-semantics,1
compiler-crashes,1
lifetime-inference,1
generic-type,1
borrow-issue,1
f-check-cfg,1
f-compiler,1
f-diagnostics,1
f-toolchain,1
trait-issue,1
sysroot,1
subtype-predicate,1
match,1
dll-import,1
private-fields,1
mir-translation,1
keyword,1
domain-coherence,1
domain-trait-impls,1
ambiguity-error,1
trait-alias,1
rust-basics,1
rust-by-example,1
break,1
category/stdlib,1
rustc-compile-time,1
ui-testing,1
syntaxerror,1
semanticerror,1
solver,1
subcategory-memory-safety,1
linking-failure,1
naked-functions,1
internal-representation,1
pointer-alignment,1
rusted-std,1
stdlib-impl,1
missing-lifetime-specifier,1
crt,1
mingw,1
msvcrt,1
lld,1
linker-options,1
external-library,1
rustc-configuration,1
opaques,1
implementation-issues,1
pretty-printer,1
missing-diagnostic,1
cyclic-references,1
const-expression,1
command-line-arguments,1
iteration-issue,1
code-coverage,1
layout-error,1
link-resolver,1
ci-pipeline,1
domain:tooling,1
build-std,1
virtual-function-elimination,1
resolve,1
private,1
invalid-suggestion,1
invalid-union-tag,1
interference,1
capture-projection,1
identifier-syntax,1
const-exprs,1
type-incorrect-tracking-issue,1
raw-pointers,1
std-bug,1
rustc-dependency,1
compilation-problem,1
library-testing,1
rust-llvm,1
memorymodel,1
const-error,1
rust-intrinsic,1
re-export,1
feature-proposal,1
alloc-error,1
drop-impl,1
fnonce,1
codegen-strategy,1
new-api,1
regression-from-stable-to-beta,1
mir-inlining,1
unsafe-functions,1
crash-not-present,1
static-mutability,1
offset-of-macro,1
error-resolution,1
compiler-invariant-violation,1
postfix-match,1
type-ck-issue,1
programming-language-rust,1
query-cycle,1
platform-abi,1
libllvm,1
atpit,1
method-delegation,1
rustbuild,1
recursive-functions,1
f-type-alias-impl-trait,1
domain-memory-management,1
subcategory-array-bounds,1
fmt-module,1
library-api,1
const-prop,1
iterator-implementation,1
code-validation,1
well-formedness-check,1
a-llvm,1
a-compile-fail,1
a-llvm-ir,1
a-boundary-check,1
topic-async-programming,1
topic-traits,1
topic-compiler-errors,1
library-names,1
array-index-out-of-bounds,1
type-validation,1
rustc-optimization,1
doc-generation,1
lost-stack-trace,1
rust-compiler-error,1
target-support,1
libc-issue,1
invalid-instruction,1
library-internal,1
unstable-options,1
error-emitting,1
rust-compiler-internal,1
+t-bootstrap,1
+e-compiler,1
+e-build-system,1
parsability,1
deadlocks,1
invalid,1
ub,1
cpu-features,1
locks,1
missing-library,1
test-porting,1
test-improvement,1
generic-exprs,1
phantom-data,1
language-spec-implementation,1
syntax-analysis,1
incremental-verification,1
unnamed-fields,1
main-function-missing,1
type-change,1
const-incorrectness,1
waker,1
async-fn-traits,1
higher-ranked-trait-bound,1
verification-failure,1
deref-trait,1
mir-internal-error,1
loops,1
pattern,1
never-type,1
non-stable-features,1
const-impl,1
generic-function,1
category-compiler,1
domain-programming-language,1
topic-lifetime,1
codegen-failure,1
extern-crate,1
adt-union,1
unreachable-branches,1
bug-pattern,1
const-qualify,1
inline-assembly,1
hir,1
invalid-casting,1
expression-analysis,1
compiler-problem,1
asan-issue,1
repr,1
unexpected-panic,1
domain/user-interface,1
area/command-execute,1
self-referential,1
async-closures,1
cargo-nextest,1
encoder,1
lifespan,1
drop-trait,1
ownership-system,1
float-operations,1
gvn,1
slicing,1
read-impl,1
buf-reader,1
buffer-overflows,1
derive-macro,1
panic-handling,1
issue-type:-enhancement,1
domain:-platform,1
domain:-android,1
type:-upgrade,1
conditional-documentation,1
category-compilation,1
issue-type-compiler-error,1
intrinsic-function,1
mir-operand,1
issue-rendering,1
null-pointer-handling,1
llvm-optimization,1
unstable-behavior,1
trait-solver,1
compiler-diagnostic,1
return-type-notation,1
type-bounds,1
pal,1
ecosystem,1
d-terse,1
f-experimental-feature,1
functions-delegation,1
undeclared-type,1
missing-function,1
undeclared-crate,1
well-formed-types,1
tier-3-target,1
variance-inference,1
const-traits,1
min-specialization,1
future-incompatibility,1
rust-2024-compatibility,1
internal-compilation-error,1
trait-selection,1
obligation,1
c-strings,1
t-libs,1
rust-bug,1
language-item,1
span-delay-bug,1
suggestive-warnings,1
memory-overflow,1
allocation-loop,1
predictability,1
rust-features,1
terminal-configuration,1
settings-management,1
legacy-systems,1
code-page,1
input-encoding,1
escape-sequences,1
high-contrast-themes,1
visual-impairment,1
wcag,1
delete-dialog,1
text-scaling,1
ui-truncation,1
color-schemes,1
editornavigation,1
markmode,1
userexperience,1
pane-management,1
color-management,1
terminal-capabilities,1
microsoft-terminal,1
issue-bug,1
unicode-support,1
vt-implementation,1
multiple-windows,1
launch-issue,1
panes,1
release-builds,1
text-buffer,1
escape-sequence,1
url-detection,1
sixel,1
vt-passthrough,1
conhost,1
viewport,1
vs-integration,1
high-frequency,1
terminal-app,1
cursor-behavior,1
terminal-ui,1
freezes,1
text-range-expansion,1
ui-automation,1
mouse-tracking,1
exit-behavior,1
xaml,1
crash-on-close,1
command-not-found,1
personalization,1
winget,1
suggestions,1
terminal-improvement,1
gui-behavior,1
character-insertion,1
device-control-strings,1
persistency,1
reflow,1
terminal-ux,1
new-instance,1
console-integration,1
title-management,1
ansi-compliance,1
dsr-queries,1
roadmap,1
ref-page,1
error-page,1
build-optimization,1
deferred-rendering,1
type:-error,1
domain:-angular.dev,1
template-parse,1
docs-broken-link,1
provider,1
ngfor,1
browser-freeze,1
forward-ref,1
template-strings,1
language-and-content,1
extract-tool,1
treeshaking,1
unused-code,1
topic:cli-commands,1
topic:angular-cli,1
css-selectors,1
css-pseudo-class,1
circular-import,1
platform-server,1
angular-typescript,1
domain:license,1
domain:npm,1
type:regression,1
override,1
bazel,1
node-modules,1
suggest-improvement,1
unsubscription,1
rxjs-operators,1
type:-scrolling-issue,1
domain:-angular-components,1
type:-user-experience,1
category:ui,1
component:search,1
feature:ui-components,1
browser-sdk,1
matcher,1
promise,1
javascript-bug,1
async-issue,1
javascript-promise,1
domain:-markdown,1
topic:-parser,1
topic:-template,1
ngmodule,1
jest,1
cd,1
domain:angular-compiler,1
category:typescript,1
subcategory:reference-resolution,1
topic:library-support,1
domain:-routing,1
component-templates,1
html-directives,1
domain:-api-documentation,1
domain:-angular-typescript,1
angular-queries,1
angular-templates,1
type:perf,1
topic:file-system,1
template-variable,1
input-ref,1
native-fetch,1
node-js,1
preconnect,1
angular.io,1
reference-error,1
app-shell,1
services,1
labels:-user-experience,1
angular-dev,1
diagrams,1
angular.dev,1
template-expression,1
null-coalescing-operator,1
domain:url,1
category:prerendering,1
category:ngsrc,1
category:image-loading,1
async-abort,1
javascript-async,1
update-guide,1
event-replay,1
deferred-loading,1
template-queries,1
conditional,1
domain:angular-docs,1
category:user-interface,1
area:translation,1
severity:minor,1
module-resolution-error,1
build-tool-error,1
effect,1
category:rendering,1
category:template,1
outdated,1
fallback-content,1
content-issue,1
form-validation,1
angular-material,1
domain:guides,1
area:angular.io,1
page-not-found,1
missing-resource,1
template-driven,1
standalone-components,1
module-injector,1
404-error,1
website-issue,1
http-transfer-cache,1
template-driven-forms,1
domain:-http,1
domain:-cache,1
material,1
relative-routes,1
view-child,1
content-child,1
content-children,1
topic:-documentation,1
domain:-usability,1
domain-angular,1
priority-type-safety,1
topic-view-child,1
signal-tracking,1
standalone-modules,1
defer-block,1
onpush,1
content-queries,1
topic:-$localize,1
ivy,1
viewchildren,1
rehydration,1
query-list,1
zonejs,1
topic:-cdn,1
topic:-images,1
topic:-netlify,1
missing-content,1
angular-website,1
link-broken,1
issue-type-bug,1
switch,1
input-output-mapping,1
elements,1
torch-optimizations,1
variable-attributes,1
setattr,1
fake-mode,1
mkldnn,1
test-flake,1
test-dynamic-shapes,1
python-standard-library,1
distutils-issue,1
set-operation,1
iterator-input,1
xpu-backend,1
torchgen,1
torch-fx-guard,1
print-formatting,1
domain:-installation,1
loop-optimization,1
symbolic-execution,1
multiple-inheritance,1
mutable-mapping,1
backward-compatibility-regression,1
c++-standard,1
higher-order-ops,1
exporter-design,1
operator-implementation,1
jit-implementation,1
max-pooling,1
device-assignment,1
addmm-patterns,1
state-recovery,1
rocminstallation,1
tensorrt,1
invalidargument,1
cufft,1
curand,1
cusolver,1
cusparse,1
nvjpeg,1
nvtx,1
nvjitlink,1
undefined-symbol,1
math/numerics,1
ir-parsing,1
guard-setting,1
random-seed,1
tunableop,1
c++-compilation,1
include-path,1
ddp,1
gemm,1
doc-fix,1
math-notation,1
notation-consistency,1
math-clarification,1
traceback,1
c++-implementation,1
floating-point-precision,1
out-of-memory,1
unified-memory,1
cpu-gpu-mismatch,1
index-fill,1
dimension,1
equivalence,1
mem-tracker,1
distributed-testing,1
size-mismatch,1
contributions-welcome,1
request-for-enhancement,1
domain-ml-framework,1
category-device-issue,1
aten-function,1
cpu-gpu,1
magma,1
template-metaprogramming,1
array-ref,1
ml-model-issue,1
mps-issue,1
parameter-freezing,1
backend-configuration,1
upstream,1
tunableops,1
high-performance-computing,1
domain-cuda-autograd,1
area-pytorch-core,1
topic-serialization,1
cpu-support,1
pytorch-lightning,1
fwdp,1
tensor-size-issue,1
training-loop-issue,1
domain-tensor-ops,1
topic-compiler,1
topic-fusion,1
topic-autocast,1
topic-mixed-precision,1
topic-deep-learning,1
out-of-memory-error,1
tuning-operations,1
domain:-triton,1
category:-runtime,1
category:-compatibility,1
speculation,1
topic:-onnx,1
domain:-op-registry,1
area:-onnx-support,1
omegaconf,1
file-exists-error,1
dynamic-programming,1
experimentation,1
workflow-management,1
cblas,1
matrix-ops,1
code-snippet,1
domain:-debugging,1
area:-dynamo,1
linalg,1
parallel-computing,1
pytorch-bug,1
neon,1
drq,1
model-conversion,1
process-group,1
torchtune,1
ragged-tensor,1
higher-order-operations,1
flex-attention,1
reconstruction,1
math-operation-error,1
numerical-stability-issue,1
linalg-function-issue,1
overflow-error,1
tensor-methods,1
custom-operations,1
automatic-functionalization,1
pytorch-regression,1
mask,1
default-device,1
default-dtype,1
torch-autograd,1
tensor-specialization,1
mpm,1
inference-issues,1
inductor-issues,1
codegen-optimization,1
mixed-precision-training,1
rnn,1
feature-flag,1
device-properties,1
int8,1
matrix-multiplication,1
core-crash,1
floating-point-exception,1
bincount,1
linear-layer,1
domain:-torch.arange,1
domain:-mps,1
domain:-bfloat16,1
type:-runtime-error,1
reorder,1
torch-compile-issue,1
triton-kernel-issue,1
neural-network-issue,1
higher-order-ops-issue,1
distutils,1
embedding,1
reference-cycle,1
domain:-numerical-computation,1
domain:-onnx,1
topic:-refactoring,1
cpp-codecache,1
mpi,1
self-attention,1
domain:-torch-jit,1
domain:-tensor-management,1
category:-correctness,1
category:-compiler,1
triton-extension-backend,1
torch-script,1
domain:math,1
topic:tensor-support,1
reasoning,1
codegen-error,1
cpp-syntax-error,1
pytorch-codegen,1
sigmoid-function,1
device-allocator,1
high-priority,1
keras,1
data-dependency,1
aten-op,1
meta-registration,1
device-specific,1
operator-registration,1
native-op,1
safetensors,1
save-load-operation,1
fast-fourier-transform,1
cpu-only-issue,1
pytorch-optimizers,1
cuda-related,1
domain:onnx,1
topic:export,1
unsupported-operator,1
nn-export,1
intel-gpu,1
maintainers,1
reduce-op,1
function-application,1
autograd-issue,1
model-parallelism,1
torch-internal-error,1
scatter-reduce,1
json-issue,1
aot-test,1
inductor-test,1
math-backend,1
integrated-compiler,1
partitioner,1
domain:pytorch-compile,1
label:assertion-error,1
label:torch-trt,1
label:python,1
multinomial,1
cuda-graph,1
cpu-device-comparison,1
pytorch-docs,1
torch-mps,1
cuda-fallback,1
implementation-issue,1
domain:-functional-programming,1
topic:-torch.func,1
topic:-functional-call,1
kernel-lowering,1
area-numeric-tensor,1
math-optimization,1
flops-counting,1
masking,1
pytorch-compile,1
unique-values,1
kernel-execution,1
tensor-implementation,1
illegal-memory-access,1
type-python-issue,1
domain-tensor-computation,1
domain:-pytorch-aten,1
dynamo-recompilation,1
user-defined-objects,1
device-agnostic,1
itertools,1
torch-runtime-error,1
invalid-nan-comparison,1
xformers-issue,1
vllm-runner-issue,1
type-dictionary,1
python-type-hint,1
python-3.x,1
general-bug,1
topk,1
batch-normalization,1
sampling,1
categorization,1
op-dispatch,1
c++-compatibility,1
shared-library,1
community-building,1
contributor-tooling,1
sparse-tensor,1
torch-load,1
domain:-development,1
label:-mypy-issue,1
label:-pytorch-configuration,1
c10,1
include,1
header-file,1
elastic-rendezvous,1
dask,1
cpp-extension,1
automatic-mixed-precision,1
timm,1
skipfile,1
unflattening,1
domain:-dtensor,1
labels:-optimization,1
detectron2,1
autocasting,1
type-exception,1
domain-python,1
type-logic,1
domain-cpu,1
type-valueerror,1
domain:-cuda-rocm,1
topic:-release-management,1
tensor-conversion,1
missing-registration,1
new-functionality,1
limitations,1
module-scope,1
mutation-tracking,1
python-annotations,1
cnn-transformer,1
device-issue,1
backend-bug,1
pytorch-error,1
torch.distributed.run,1
python-testing,1
dynamo-backend,1
csc,1
triangular-solve,1
flash-attention,1
gpu-computation,1
library-loading,1
pytorch-transformers,1
cuda-only,1
tensor-comparison,1
cuda-device,1
dce,1
on-demand-profiling,1
constant-folding,1
device-operations,1
numerical-computations,1
dataloader,1
future-warning,1
pytorch-usage,1
user-warning,1
inference-deployment,1
op-transformation,1
compilation-issues,1
domain:pytorch,1
category:missing-functionality,1
bf16,1
stride,1
metal,1
models,1
vision-mask-rcnn,1
catalyst:custom-tensor,1
catalyst:dispatch,1
catalyst:serialization,1
guard-validation,1
torchfx,1
memoization,1
export-issue,1
bug-risk,1
shapes,1
automatic-dynamic,1
nvidia,1
cmake-issue,1
directory-error,1
unknown-command,1
general-error,1
functional-execution,1
tensordict,1
domain:-dlpack,1
topic:-device-support,1
nested,1
torch.nested.as-nested-tensor,1
pytorch-library,1
schema-inference,1
domain:-autograd,1
pytorch-operations,1
torch-library,1
domain:-pytorch-custom-ops,1
topic:-device-management,1
domain-torch-save,1
type-serialization,1
domain-nested-tensor,1
type-typeerror,1
tensor-sharding,1
pytorch-migration,1
gather,1
take-along-dim,1
unstable-results,1
recursion-error,1
model-preparation,1
backward-computation,1
pipeline-optimization,1
guard-failure,1
torch-optimization,1
torch-distributed-checkpoint,1
fully-sharded-data-parallelism,1
topic:-custom-ops,1
domain:-pytorch-core,1
labels:-performance-testing,1
custom-autograd-function,1
masked-tensor,1
autograd-issues,1
mixed-precision,1
gradient-checkpointing,1
distributed-processing,1
federated-parallelism,1
forward-hooks,1
evaluation-mode,1
model-tracing,1
spec-violation,1
module-input,1
prepare-module-input,1
torch/dynamo,1
counter,1
domain:-tensor-operation,1
inference-mode,1
auto-functionalization,1
variable-conversion,1
gradient-preserving,1
composer,1
cpu-memory-management,1
function-documentation,1
onnx-support,1
domain:-torch.distributions,1
label:-docstring,1
c++-api,1
meta-schedule,1
kernel-function,1
extension-mechanism,1
python-package,1
nondeterministic-behavior,1
domain:deep-learning,1
topic:torch.dynamo,1
model-load,1
jit-api,1
load-failure,1
value-error,1
mobile-model,1
pytorch-model,1
domain-torch-dynamo,1
topic-optimization-error,1
topic-pytorch-modules,1
topic-tensor-operations,1
native-functions,1
oneapi,1
capturing-variables,1
domain-mixed-precision-training,1
type-runtime-error,1
domain-transforms,1
type-unsupported-data-type,1
attribute-access,1
relaxed-unspec-constraint,1
inplace-operation,1
tensor-ops,1
trace-execution,1
smoke-test-failure,1
distributed-checkpointing,1
torchrun,1
dist,1
category:-deprecation,1
area:-typing,1
topic:-ide-integration,1
pytorch-amp,1
multiple-thread,1
static-dynamic-shape,1
cpp-backend,1
functions,1
conditional-execution,1
inductor-issue,1
dynamo-issue,1
cross-version-compatibility,1
fused-operations,1
attn-fusion,1
domain-pytorch,1
topic-pipelining,1
topic-torchscript,1
subcategory:-tensor-parallelism,1
dist-tensor,1
dist-parallelism,1
dist-communication,1
dist-replication,1
tvm-backend,1
backend-interface,1
quasirandom,1
async-collective-tensor,1
collective-ops,1
warning-messages,1
flops,1
max-autotune,1
addmm,1
non-contiguous-input,1
nn-parameter,1
pytorch-frontend,1
graph-conversion,1
incorrect-documentation,1
autofunctionalizing,1
key-error,1
nn-modules,1
